trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
1440,19.42,1,0,58,32.45,0,0
728,7.32,1,0,43,26.525,0,1
1216,3.25,1,0,27,5.85,0,0
312,0.8,1,0,8,5.5,0,0
353,1.45,5,0,0,9.75,0,0
588,2.88,1,0,14,5.95,0,0
631,4.44,5,0,0,6,0,0
272,1.16,1,0,0,6,0,0
915,3.44,1,0,0,34.125,0,1
223,1.01,1,0,18,26.775,0,1
1344,10.69,1,0,41,34.45,0,1
1016,3.19,1,0,23,26.95,0,1
697,9.01,5,0,38,5.5,0,0
841,2.66,1,0,0,6,0,0
344,0.53,1,0,0,6,0,0
343,2.27,1,0,0,9.75,0,0
828,3.78,1,0,20,6.25,0,0
324,1.19,1,0,0,9.75,0,0
329,1.3,1,0,8,5.5,0,0
1284,4.83,1,0,0,26.625,0,1
228,1.69,1,0,9,6,0,0
435,1.59,1,0,0,13.5,0,0
206,2.93,1,0,0,30.375,0,1
111,0.97,1,0,0,13.5,0,0
400,1.45,1,0,11,5.95,0,0
765,5.46,1,0,35,26.575,0,1
786,3.38,1,0,21,30.45,0,1
1749,11.72,1,0,47,33.7,0,1
389,1.56,1,0,0,6,0,0
1937,17.86,1,0,0,62.625,0,0
2607,6.82,1,0,0,13.5,0,0
703,6.08,1,0,22,2.75,0,0
468,1.85,1,0,0,6,0,0
207,1,1,0,8,5.5,0,0
1198,11.62,1,0,40,30.2,0,1
1466,5.26,1,0,39,26.175,0,1
732,4.23,2,0,0,13.5,0,0
727,2.4,1,0,0,13.5,0,0
1480,10.12,1,0,40,33.95,0,1
583,4.35,2,0,17,5.95,0,0
787,2.66,1,0,16,6.2,0,0
704,6.55,1,0,22,30.875,0,1
1058,3.22,1,0,26,33.7,0,1
139,0.02,1,0,57,2.1,0,0
2157,5.36,1,0,28,26.825,0,1
1336,6.97,1,0,31,26.45,0,1
948,5.18,2,0,23,13.45,0,0
925,4.88,1,0,21,5.7,0,0
754,2.85,1,0,0,6,0,0
680,2.11,3,0,24,13.8,0,0
851,8.69,1,0,0,26.625,0,1
2010,9.17,1,0,0,13.5,0,0
1274,9.67,6,0,0,55.125,0,0
249,1.22,1,0,0,9.75,0,0
618,2.08,1,0,0,9.75,0,0
552,2.56,1,0,0,6,0,0
202,1.06,1,0,0,9.75,0,0
927,2.96,1,0,17,26.575,0,1
327,1.54,1,0,6,9.6,0,0
210,1.61,1,0,0,13.5,0,0
820,2.14,2,0,18,13.2,0,0
1560,6.68,1,0,0,9.75,0,0
679,2.11,1,0,0,6,0,0
924,4.04,1,0,25,33.95,0,1
28,0.16,1,0,0,2.25,0,0
1977,6.07,1,0,0,26.625,0,1
651,2.74,1,0,0,9.75,0,0
796,8.09,1,0,0,6,0,0
670,10.8,1,0,50,55.45,0,0
340,1.67,1,0,15,6.3,0,0
1277,3.01,1,0,0,13.5,0,0
1040,2.9,1,0,0,13.5,0,0
752,3.57,1,0,27,9.3,0,0
958,3.93,1,0,23,26.95,0,1
315,1.19,1,0,0,6,0,0
671,2.56,1,0,0,13.5,0,0
540,2.8,1,0,17,10.15,0,0
944,6.97,1,0,0,2.25,0,0
551,2.96,1,0,0,6,0,0
558,2.16,1,0,0,6,0,0
608,5.47,1,0,0,6,0,0
557,2.64,1,0,14,5.95,0,0
1099,5.42,1,0,8,9.25,0,0
723,4.1,2,0,18,10.2,0,0
411,1.72,5,0,11,5.95,0,0
409,1.32,1,0,0,9.75,0,0
813,3.75,1,0,15,6,0,0
562,3.57,1,0,11,13.75,0,0
537,2.66,2,0,17,26.95,0,1
605,2.86,1,0,19,26.45,0,1
927,4.47,1,0,26,33.7,0,1
1121,5.38,1,0,0,26.625,0,1
799,4.96,1,0,23,26.95,0,1
80,0.58,3,0,8,5.5,0,0
564,6.84,1,0,0,6,0,0
767,4.86,1,0,8,5.5,0,0
522,1.88,2,0,18,5.55,0,0
500,2.35,1,0,16,6.5,0,0
760,0.35,1,0,0,6,0,0
366,1.16,2,0,8,5.5,0,0
354,1.54,1,0,0,6,0,0
369,1.37,1,0,0,13.5,0,0
228,0.95,1,0,0,6,0,0
1278,1.8,1,0,0,6,0,0
167,1.06,1,0,17,26.575,0,1
858,2.3,1,0,0,13.5,0,0
677,2.8,1,0,15,5.7,0,0
613,0.16,1,0,0,6,0,0
891,4.07,1,0,0,6,0,0
978,1.9,1,0,1,5.6,0,0
2046,14.26,1,0,0,6,0,0
250,1.05,1,0,0,13.5,0,0
287,0.8,1,0,0,6,0,0
467,1.67,1,0,8,6.25,0,0
1965,20.37,1,0,102,55.125,0,0
1071,5.31,1,0,30,5.625,0,0
44,0.24,1,0,16,6.5,0,0
814,1.22,1,0,0,6,0,0
1322,2.91,1,0,0,13.5,0,0
582,2.66,1,0,7,5.975,0,0
1486,14.56,1,0,0,2.25,0,0
379,2.12,1,0,11,5.95,0,0
248,1.45,1,0,0,9.75,0,0
3247,13.68,1,0,8,75.25,0,1
358,1.72,1,0,10,6.2,0,0
285,1.59,1,0,0,13.5,0,0
1174,3.09,1,0,0,6,0,0
500,2.64,1,0,8,9.25,0,0
530,5.34,1,0,0,9.75,0,0
939,2.9,1,0,17,26.575,0,1
193,1.45,1,0,0,9.75,0,0
221,1.95,1,0,0,9.75,0,0
876,5.13,1,0,0,6,0,0
455,2.98,1,0,0,9.75,0,0
762,4.78,6,0,0,6,0,0
1117,5.62,2,0,0,26.625,0,1
880,8.55,1,0,30,34.125,0,1
421,1.77,1,0,12,5.625,0,0
2000,7.55,1,0,0,13.5,0,0
1834,6.79,1,0,46,26.675,0,1
329,2.03,1,0,11,9.7,0,0
332,1.43,1,0,8,29.875,0,1
114,0.32,1,0,0,13.5,0,0
851,4.43,1,0,0,9.75,0,0
769,4.75,1,0,0,26.625,0,1
574,2.16,1,0,13,6.2,0,0
1088,4.51,1,0,28,33.875,0,1
837,3.48,2,0,23,6.1,0,0
792,9.01,1,0,16,6.5,0,0
368,1.5,1,0,0,6,0,0
276,1.51,1,0,0,13.5,0,0
4280,26.36,1,0,0,26.625,0,1
907,3.48,1,0,0,6,0,0
517,2.27,1,0,13,6.2,0,0
1428,5.99,1,0,22,14,0,0
240,1.27,1,0,9,10.2,0,0
559,2.3,1,0,16,6.5,0,0
338,0.55,5,0,0,6,0,0
547,2.57,0,0,16,6.5,0,0
297,1.66,1,0,15,13.125,0,0
623,1.98,1,0,0,6,0,0
790,2.83,1,0,0,13.5,0,0
799,4.02,1,0,0,6,0,0
477,1.59,1,0,0,6,0,0
1448,7.6,1,0,15,6,0,0
1107,5.31,1,0,0,26.625,0,1
445,2.4,6,0,0,13.5,0,0
216,1.29,1,0,0,34.125,0,1
1395,15.55,1,0,0,13.5,0,0
1212,4.54,1,0,11,6.475,0,0
1125,4.2,1,0,0,13.5,0,0
2658,28.12,1,0,0,26.625,0,1
238,0.4,2,0,0,6,0,0
728,5.34,1,0,24,30.45,0,1
1933,9,1,0,40,26.45,0,1
525,5.76,1,0,0,2.25,0,0
932,12.18,1,0,15,30.375,0,1
491,1.45,1,0,8,5.5,0,0
78,1.66,1,0,0,6,0,0
263,1.29,1,0,0,9.75,0,0
1538,5.17,1,0,0,34.125,0,1
968,8.69,1,0,34,26.375,0,1
1207,7.5,2,0,42,10.05,0,0
518,4.07,2,0,0,2.25,0,0
393,2.32,1,0,8,34.45,0,1
679,4.51,1,0,18,5.625,0,0
645,4.02,1,0,21,26.625,0,1
184,1.27,1,0,8,13,0,0
591,2.74,1,0,0,6,0,0
281,1.95,1,0,14,26.95,0,1
1021,8.43,1,0,8,26.125,0,1
1242,4.36,1,0,0,13.5,0,0
347,1.92,1,0,0,6,0,0
729,2.53,6,0,20,26.2,0,1
344,1.71,5,0,11,5.95,0,0
223,1.43,1,0,8,13,0,0
262,1.24,1,0,0,6,0,0
256,1.75,1,0,14,30.7,0,1
192,0.48,3,0,7,6.2,0,0
1455,5.46,1,0,26,5.95,0,0
1377,4.67,1,0,22,27.125,0,1
1041,4.78,1,0,26,26.2,0,1
293,0.9,1,0,13,6.05,0,0
637,3.75,1,0,21,26.625,0,1
1457,11.8,1,0,54,29.925,0,1
919,2.83,1,0,18,10.2,0,0
1744,6.29,1,0,45,26.625,0,1
865,4.09,1,0,21,13.2,0,0
653,4.1,1,0,0,30.375,0,1
867,4.47,1,0,0,6,0,0
434,1.83,1,0,16,9.35,0,0
1202,4.47,1,0,0,6,0,0
458,2.14,1,0,15,5.625,0,0
931,3.81,1,0,15,6,0,0
1073,6.15,3,0,22,26.6,0,1
24,0.02,1,0,0,6,0,0
322,1.01,1,0,0,6,0,0
1270,5.33,1,0,26,9.7,0,0
1178,10.49,1,0,39,30.45,0,1
483,2.08,1,0,8,5.5,0,0
400,1.98,1,0,0,6,0,0
1100,14.03,2,0,63,58.425,0,0
869,6.87,1,0,0,9.75,0,0
794,4.28,1,0,35,30.325,0,1
795,7.32,1,0,22,36.5,0,0
646,2.69,1,0,23,9.925,0,0
108,0.64,1,0,9,6.375,0,0
1504,10.59,1,0,38,26.95,0,1
214,0.92,1,0,0,6,0,0
2258,16.9,1,0,22,55.625,0,0
1802,9.43,1,0,8,5.5,0,0
902,4.83,1,0,26,33.625,0,1
750,4.51,1,0,0,26.625,0,1
1493,11.22,1,0,22,34.625,0,1
1094,4.35,1,0,0,6,0,0
616,2.06,1,0,0,6,0,0
780,4.86,6,0,23,26.2,0,1
196,1.24,2,0,9,26.7,0,1
662,3.93,1,0,15,26.25,0,1
590,4.39,1,0,45,2.7,0,0
273,1.77,1,0,8,5.5,0,0
433,1.9,1,0,18,5.55,0,0
839,4.26,1,0,29,26.8,0,1
1649,5.73,3,0,0,2.25,0,0
699,2.72,1,0,0,13.5,0,0
545,1.72,1,0,12,6.45,0,0
418,1.92,5,0,8,9.25,0,0
1595,9.88,1,0,60,26.325,0,1
543,3.06,1,0,0,9.75,0,0
1632,9.46,1,0,34,6.2,0,0
1848,15.37,6,0,0,6,0,0
228,0.9,1,0,0,6,0,0
201,1.45,2,0,0,13.5,0,0
422,2.41,1,0,0,6,0,0
1518,5.79,1,0,0,6,0,0
389,2.06,1,0,12,9.45,0,0
938,3.85,1,0,0,6,0,0
818,4.38,1,0,0,13.5,0,0
2946,14.45,2,0,0,22.875,0,1
573,3.35,1,0,20,34.45,0,1
731,3.73,1,0,0,13.5,0,0
821,3.69,1,0,29,9.55,0,0
965,1.61,2,0,0,6,0,0
1387,13.76,1,0,46,26.45,0,1
1330,5.12,1,0,21,27.075,0,1
266,1.03,1,0,0,6,0,0
499,2.08,1,0,12,5.7,0,0
1980,23.69,1,0,0,9.75,0,0
991,13.26,1,0,21,30.375,0,1
690,8.42,1,0,8,9.25,0,0
841,5.31,1,0,26,29.875,0,1
917,2.57,1,0,0,6,0,0
506,1.45,1,0,0,6,0,0
642,2.25,1,0,13,9.275,0,0
291,1.13,1,0,9,5.7,0,0
851,3.48,1,0,25,13.4,0,0
16,17.38,1,0,0,13.5,0,0
449,1.19,1,0,0,6,0,0
1054,7.72,1,0,15,26.625,0,1
882,4.3,1,0,8,5.5,0,0
495,2.09,1,0,12,6.375,0,0
393,1.43,6,0,13,5.75,0,0
294,1.05,1,0,0,6,0,0
309,1.45,1,0,0,30.375,0,1
1926,12.38,1,0,42,6.45,0,0
730,2.98,1,0,21,34.2,0,1
1110,5.44,1,0,29,5.65,0,0
539,2.74,1,0,16,6.5,0,0
347,1.35,1,0,11,13.45,0,0
2114,9.22,1,0,42,34.2,0,1
687,3.28,1,0,0,6,0,0
957,6.36,1,0,0,6,0,0
125,0.72,1,0,0,9.75,0,0
217,1.61,1,0,0,9.75,0,0
1506,8.87,1,0,22,27.125,0,1
431,1.59,1,0,14,5.65,0,0
727,6.79,1,0,0,6,0,0
663,2.57,2,0,0,6,0,0
1954,12.71,1,0,0,2.25,0,0
1087,4.41,1,0,15,34.125,0,1
585,2.96,1,0,19,34.1,0,1
1220,3.2,1,0,0,13.5,0,0
845,4.94,1,0,0,9.75,0,0
833,3.22,0,0,8,5.5,0,0
746,4.55,1,0,17,30.325,0,1
1316,5.63,1,0,26,5.95,0,0
406,4.22,1,0,0,9.75,0,0
152,0.87,1,0,9,6,0,0
407,1.29,1,0,0,6,0,0
984,3.22,1,0,28,26.75,0,1
181,0.69,5,0,11,5.8,0,0
304,1.69,1,0,8,5.5,0,0
1194,8.79,1,0,42,26.925,0,1
424,2.41,6,0,0,9.75,0,0
519,2.78,1,0,8,33.625,0,1
421,2.14,1,0,12,10.2,0,0
1163,4.38,1,0,0,26.625,0,1
259,0.68,1,0,9,13.95,0,0
290,1.17,1,0,11,5.875,0,0
1017,2,1,0,18,6.45,0,0
2223,27.18,1,0,112,55.625,0,0
464,1.13,1,0,0,6,0,0
780,2.9,1,0,20,26.2,0,1
1202,4.88,1,0,0,6,0,0
2368,18.6,1,0,0,6,0,0
1457,9.75,1,0,0,30.375,0,1
1010,3.75,1,0,0,13.5,0,0
1604,4.83,1,0,0,26.625,0,1
3321,20.04,1,0,45,75.75,0,1
1450,10.43,1,0,36,6.45,0,0
757,2.9,1,0,25,13.625,0,0
536,2.35,1,0,8,33.625,0,1
662,4.59,1,0,26,26.95,0,1
370,1.96,1,0,0,6,0,0
842,2.25,1,0,8,26.125,0,1
264,1.71,1,0,0,13.5,0,0
238,1.34,1,0,9,10.2,0,0
1370,5.38,1,0,30,26.7,0,1
442,2.61,1,0,0,13.5,0,0
311,0.82,1,0,0,6,0,0
1185,3.59,1,0,22,6.2,0,0
681,3.69,1,0,0,13.5,0,0
715,5.31,1,0,21,9.45,0,0
30831,4.72,5,0,24,26.7,0,1
753,3.03,1,0,0,6,0,0
821,3.48,1,0,18,5.7,0,0
887,2.04,1,0,0,6,0,0
973,2.72,1,0,18,6.45,0,0
309,1.05,1,0,9,6.45,0,0
1018,15.4,1,0,0,2.25,0,0
1144,13.24,1,0,39,6.45,0,0
1726,9.85,1,0,0,26.625,0,1
1536,15.69,1,0,0,75.75,0,1
457,1.77,1,0,17,6.25,0,0
407,1.92,1,0,0,6,0,0
631,4.35,1,0,0,9.75,0,0
2636,14.87,1,0,57,26.7,0,1
521,2,2,0,18,34.2,0,1
880,4.83,1,0,8,6.1,0,0
735,2.25,1,0,16,13.7,0,0
972,2.98,1,0,0,6,0,0
912,3.28,1,0,16,26.975,0,1
720,3.04,1,0,0,26.625,0,1
718,2.88,1,0,22,13.625,0,0
686,6.79,1,0,0,9.75,0,0
378,2.11,1,0,0,2.25,0,0
634,4.67,1,0,22,6.5,0,0
2517,21.6,1,0,63,6.45,0,0
2359,21.4,1,0,74,58.9,0,0
1107,4.72,2,0,14,26.125,0,1
699,5.91,5,0,21,6.45,0,0
625,1.88,5,0,8,13,0,0
1228,3.03,1,0,34,13.925,0,0
978,6,1,0,24,5.7,0,0
365,1.66,2,0,0,6,0,0
16,0.43,1,0,23,2.2,0,0
679,4.78,1,0,29,1.9,0,0
394,1.67,1,0,11,5.95,0,0
1673,6.74,1,0,0,13.5,0,0
598,3.67,1,0,0,9.75,0,0
1437,8.53,1,0,37,30.2,0,1
1219,5.2,1,0,15,26.625,0,1
845,3.11,1,0,0,13.5,0,0
387,1.03,1,0,0,13.5,0,0
502,1.9,1,0,0,6,0,0
525,2.35,1,0,20,9.55,0,0
851,3.7,1,0,26,6.25,0,0
3645,9.91,1,0,15,34.125,0,1
227,1.22,1,0,12,5.925,0,0
416,1.13,1,0,0,6,0,0
521,2,2,0,14,13.45,0,0
1677,11.75,2,0,0,6,0,0
812,2.83,1,0,16,6.2,0,0
747,3.91,1,0,18,5.7,0,0
687,1.5,1,0,0,6,0,0
1622,19.52,1,0,74,26.8,0,1
371,2.53,1,0,0,26.625,0,1
682,2.64,2,0,0,6,0,0
523,6.08,2,0,30,5.925,0,0
631,5.31,1,0,30,9.675,0,0
580,6.29,1,0,21,5.7,0,0
1126,9.93,1,0,33,5.7,0,0
454,1.69,1,0,14,5.65,0,0
575,2.93,1,0,22,9.8,0,0
999,5.09,1,0,26,30.7,0,1
385,1.64,1,0,0,13.5,0,0
4219,13.33,1,0,0,6,0,0
1155,8.51,1,0,44,30.55,0,1
2109,9.32,1,0,0,2.25,0,0
841,3.56,1,0,0,13.5,0,0
596,2.27,1,0,0,6,0,0
742,3.62,2,0,25,10.175,0,0
2288,46.03,1,0,0,105.375,0,0
851,5.36,1,0,15,9.75,0,0
338,2.17,1,0,11,5.95,0,0
460,2.14,1,0,16,10.25,0,0
484,2.03,1,0,17,26.2,0,1
728,3.01,1,0,16,6.2,0,0
2600,20.73,1,0,38,54.625,0,0
631,2.51,1,0,0,13.5,0,0
1173,9.4,1,0,36,26.7,0,1
1002,3.67,1,0,8,13,0,0
1095,2.54,1,0,26,5.875,0,0
694,2.78,1,0,0,13.5,0,0
507,2.48,1,0,13,9.95,0,0
791,6.5,1,0,34,26.45,0,1
1452,3.98,6,0,0,6,0,0
408,1.06,1,0,10,9.95,0,0
591,2.91,1,0,0,13.5,0,0
1424,6.36,1,0,0,13.5,0,0
436,2.2,1,0,18,34.2,0,1
388,1.83,1,0,0,6,0,0
1151,3.11,1,0,0,6,0,0
2205,13.07,1,0,0,6,0,0
3128,10.51,1,0,22,27.125,0,1
471,1.88,1,0,16,6.5,0,0
369,1.56,1,0,10,6.2,0,0
185,1.13,0,0,12,5.625,0,0
860,4.57,1,0,23,26.95,0,1
563,6.18,1,0,38,5.5,0,0
1093,5.05,1,0,26,26.95,0,1
511,4.1,3,0,21,13.65,0,0
1970,15.16,1,0,54,26.7,0,1
751,3.94,1,0,18,5.7,0,0
1174,5.42,2,0,15,6,0,0
312,0.02,1,0,0,6,0,0
4423,26.88,2,0,0,6,0,0
161,0.66,1,0,0,6.075,0,0
612,3.54,1,0,21,13.65,0,0
647,4.72,1,0,18,6.45,0,0
429,1.53,1,0,0,6,0,0
760,1,1,0,0,2.25,0,0
858,2.74,1,0,0,6,0,0
314,1.35,1,0,8,5.5,0,0
1026,3.38,2,0,15,6,0,0
861,2.85,1,0,0,13.5,0,0
1584,13.66,1,0,45,26.625,0,1
1029,3.09,1,0,0,26.625,0,1
609,3.33,1,0,8,26.125,0,1
2,0.19,1,0,0,2.25,0,0
418,1.63,1,0,11,5.95,0,0
1115,5.47,1,0,27,26.625,0,1
470,2.14,1,0,12,5.7,0,0
615,3.54,1,0,15,6.375,0,0
975,4.18,1,0,30,26.625,0,1
247,1.46,1,0,14,30.7,0,1
517,2.29,1,0,0,9.75,0,0
841,3.54,1,0,23,26.2,0,1
1385,15.77,1,0,0,6,0,0
2272,14.26,1,0,59,13.15,0,0
870,4.07,1,0,35,26.575,0,1
428,2.64,1,0,0,6,0,0
413,2.75,1,0,21,26.325,0,1
833,5.52,6,0,32,26.575,0,1
507,0.27,1,0,22,6.5,0,0
975,2.25,2,0,0,13.5,0,0
1095,4.89,1,0,23,5.95,0,0
2554,8.56,1,0,0,6,0,0
698,3.41,1,0,0,6,0,0
167,1.92,1,0,10,13.7,0,0
1069,3.86,1,0,15,34.125,0,1
390,1.13,1,0,15,6.3,0,0
976,12.96,1,0,52,26.75,0,1
980,3.93,2,0,26,33.7,0,1
501,7.27,1,0,38,5.5,0,0
982,3.22,1,0,20,5.875,0,0
844,4.35,1,0,14,26.125,0,1
374,1.8,1,0,0,9.75,0,0
870,3.46,1,0,23,26.2,0,1
1037,3.86,2,0,20,5.95,0,0
385,1.19,1,0,13,5.75,0,0
327,1.45,1,0,0,6,0,0
860,3.07,1,0,17,5.95,0,0
427,0.47,1,0,0,2.25,0,0
515,3.04,1,0,15,13.2,0,0
1647,13.49,1,0,15,9.75,0,0
748,6.78,5,0,38,9.25,0,0
592,3.36,1,0,0,9.75,0,0
342,0.8,1,0,0,6,0,0
1194,6.55,1,0,15,26.625,0,1
360,1.8,1,0,0,2.25,0,0
1064,3.07,1,0,0,13.5,0,0
15,0.05,1,0,0,9.75,0,0
97,0.8,0,0,8,5.5,0,0
446,2.75,1,0,8,5.5,0,0
1110,8.27,1,0,0,26.625,0,1
1070,4.57,1,0,0,6,0,0
977,3.2,1,0,23,6.1,0,0
579,3.69,1,0,20,26.2,0,1
1460,4.47,1,0,29,26.95,0,1
338,1.4,1,0,0,30.375,0,1
508,2.17,1,0,8,5.5,0,0
977,8.77,1,0,28,6.2,0,0
327,1.38,6,0,0,13.5,0,0
700,2.54,1,0,16,13.7,0,0
1361,3.22,1,0,0,13.5,0,0
477,2.11,1,0,0,6,0,0
728,2.95,1,0,15,6.45,0,0
945,4.23,1,0,21,13.95,0,0
656,0.14,1,0,0,13.5,0,0
217,1.17,1,0,8,13,0,0
1077,7.74,5,0,0,30.375,0,1
1804,4.41,1,0,16,13.1,0,0
202,1.26,1,0,4,13.25,0,0
1148,6.57,5,0,0,9.75,0,0
353,1.09,1,0,0,9.75,0,0
559,6.34,1,0,0,6,0,0
874,3.7,1,0,0,9.75,0,0
1222,5.15,1,0,0,26.625,0,1
1721,8.22,4,0,0,2.25,0,0
649,2.74,1,0,21,34.2,0,1
177,1.45,1,0,15,13.8,0,0
1091,4.38,1,0,26,26.2,0,1
599,2.93,1,0,0,9.75,0,0
412,1.66,1,0,0,6,0,0
688,2.53,1,0,20,34.45,0,1
595,1.35,1,0,0,6,0,0
1011,5.75,2,0,0,22.875,0,1
803,2.37,1,0,15,5.7,0,0
620,2.62,6,0,14,34.225,0,1
861,3.14,1,0,0,34.125,0,1
664,3.2,1,0,20,26.95,0,1
166,0.85,1,0,0,6,0,0
744,4.55,1,0,28,26.825,0,1
526,2.43,1,0,17,26.95,0,1
1040,4.55,1,0,26,26.2,0,1
1465,6.28,1,0,0,26.625,0,1
1037,4.83,1,0,27,34.2,0,1
2038,7.61,2,0,22,27.125,0,1
671,2.32,1,0,0,34.125,0,1
410,1.48,1,0,0,13.5,0,0
1585,6.66,1,0,0,6,0,0
799,2.78,2,0,0,6,0,0
1432,5.5,1,0,32,26.2,0,1
470,2,1,0,13,9.5,0,0
418,1.56,1,0,12,13.95,0,0
778,5.66,1,0,21,5.7,0,0
675,1.58,1,0,0,6,0,0
181,1.06,1,0,13,9.8,0,0
544,2.41,1,0,8,5.5,0,0
1056,5.41,1,0,0,6,0,0
2445,12.91,1,0,56,55.15,0,0
2547,10.28,1,0,0,34.125,0,1
165,0.64,1,0,9,6,0,0
638,2.09,1,0,19,13.625,0,0
540,6.36,1,0,32,9.925,0,0
1080,3.86,1,0,6,13.05,0,0
337,1.22,1,0,22,6.5,0,0
356,1.11,2,0,0,6,0,0
775,8.56,1,0,0,6,0,0
639,2.86,1,0,0,6,0,0
20,1.72,1,0,0,2.25,0,0
1677,6.61,1,0,8,33.625,0,1
373,2.78,1,0,21,26.325,0,1
1161,2.33,1,0,20,5.95,0,0
1587,13.13,1,0,53,55.15,0,0
829,2.78,1,0,0,13.5,0,0
998,3.85,1,0,20,9.7,0,0
1022,6.84,1,0,0,6,0,0
1321,9.48,2,0,38,26.2,0,1
985,3.78,1,0,0,13.5,0,0
411,1.5,1,0,14,9.4,0,0
1073,14.36,1,0,50,63.325,0,1
605,2.22,1,0,0,6,0,0
473,3.09,6,0,0,9.75,0,0
1784,5.92,1,0,15,13.5,0,0
537,1.61,6,0,0,26.625,0,1
681,4.49,1,0,0,6,0,0
1025,6.12,1,0,0,30.375,0,1
917,4.88,1,0,0,6,0,0
391,2.88,1,0,0,6,0,0
599,4.46,1,0,21,26.7,0,1
603,3.98,1,0,22,34.625,0,1
1495,16.09,1,0,0,2.25,0,0
386,7.48,1,0,0,13.5,0,0
1920,6.58,1,0,0,26.625,0,1
801,3.81,1,0,15,13.5,0,0
212,0.8,1,0,0,6,0,0
361,2.25,1,0,19,33.875,0,1
1351,5.31,1,0,15,6,0,0
1481,4.02,2,0,0,6,0,0
332,2.12,1,0,15,9.375,0,0
1076,2.16,1,0,20,5.95,0,0
375,1.96,1,0,11,5.95,0,0
509,2.57,0,0,16,14,0,0
550,3.33,1,0,28,26.825,0,1
1479,6.41,2,0,24,26.85,0,1
488,2.09,1,0,0,6,0,0
668,1.77,1,0,0,6,0,0
411,3.69,1,0,0,9.75,0,0
1647,11.54,1,0,33,26.85,0,1
989,4.09,1,0,0,6,0,0
781,3.78,3,0,16,6.5,0,0
1032,4.36,1,0,19,26.375,0,1
547,2.33,1,0,0,6,0,0
901,3.28,1,0,9,13.5,0,0
334,1.29,1,0,11,9.7,0,0
1955,7.95,1,0,0,6,0,0
786,4.51,1,0,0,9.75,0,0
914,4.78,1,0,0,6,0,0
288,1.59,1,0,0,34.125,0,1
2076,7.31,1,0,38,26.125,0,1
697,2.2,1,0,0,6,0,0
668,3.86,1,0,21,26.625,0,1
642,3.09,5,0,15,6.45,0,0
793,2.8,1,0,0,6,0,0
907,2.86,1,0,22,27.125,0,1
723,3.88,2,0,8,33.625,0,1
4035,0.98,1,0,15,2.25,0,0
1590,12.84,1,0,0,34.125,0,1
486,2.41,1,0,19,5.675,0,0
925,3.85,1,0,20,13.45,0,0
993,10.7,1,0,47,30.325,0,1
458,1.63,1,0,0,6,0,0
1182,2.25,1,0,0,6,0,0
409,1.13,1,0,0,6,0,0
264,1.72,1,0,14,26.2,0,1
882,3.4,1,0,19,13.7,0,0
712,2.66,1,0,0,13.5,0,0
576,2.8,1,0,18,10.125,0,0
592,2.74,1,0,28,26.75,0,1
285,1.16,1,0,0,6,0,0
1124,6.31,1,0,0,26.625,0,1
635,2.25,1,0,0,13.5,0,0
1211,8.51,1,0,0,13.5,0,0
653,2.67,1,0,0,6,0,0
520,3.32,1,0,19,26.45,0,1
339,1.82,1,0,0,30.375,0,1
790,5.09,1,0,0,6,0,0
861,2.11,1,0,20,26.95,0,1
334,1.96,2,0,0,9.75,0,0
1455,13.2,1,0,30,30.375,0,1
305,2.25,1,0,25,30.275,0,1
511,2.09,1,0,0,6,0,0
746,7.26,1,0,25,6.2,0,0
728,1.88,1,0,14,5.95,0,0
388,4.83,1,0,38,2.35,0,0
1391,7.58,1,0,35,33.7,0,1
1215,10.72,1,0,22,27.125,0,1
753,2.9,1,0,16,13.55,0,0
286,0.97,1,0,0,9.75,0,0
972,3.49,1,0,21,13.95,0,0
893,2.14,1,0,16,6.2,0,0
1058,4.04,1,0,19,26.225,0,1
1217,6.18,1,0,0,13.5,0,0
930,3.38,1,0,23,26.875,0,1
483,1.93,1,0,0,6,0,0
1077,4.33,1,0,21,5.7,0,0
865,5.41,1,0,0,13.5,0,0
799,4.78,1,0,25,9.65,0,0
265,1.66,5,0,0,9.75,0,0
700,9.03,5,0,22,6.5,0,0
995,3.75,1,0,23,26.95,0,1
421,1.85,1,0,0,6,0,0
1300,8.92,2,0,29,33.85,0,1
501,1.54,1,0,12,10.2,0,0
279,1.98,1,0,12,13.2,0,0
865,2.57,1,0,0,6,0,0
406,0.92,1,0,0,6,0,0
1261,11.43,2,0,0,6,0,0
1523,4.49,1,0,0,6,0,0
229,1.13,1,0,0,9.75,0,0
662,4.44,1,0,22,30.2,0,1
1326,4.67,1,0,22,27.125,0,1
1432,5.36,1,0,0,26.625,0,1
599,3.06,1,0,0,26.625,0,1
1136,5.15,1,0,38,13,0,0
1605,12.92,1,0,0,6,0,0
485,0.47,1,0,0,6,0,0
2861,30.58,1,0,89,55.15,0,0
910,2.4,1,0,27,26.925,0,1
626,3.78,1,0,0,6,0,0
684,2.46,1,0,15,13.5,0,0
1374,4.6,1,0,0,6,0,0
911,4.94,1,0,30,30.375,0,1
599,2.37,1,0,22,6.5,0,0
787,3.06,1,0,0,9.75,0,0
513,2.22,1,0,10,14,0,0
245,1.14,1,0,0,6,0,0
348,1.77,1,0,10,9.875,0,0
345,1.67,1,0,12,2.7,0,0
280,1.37,2,0,0,6,0,0
873,3.99,1,0,21,13.2,0,0
656,2,1,0,0,6,0,0
